words,pos,chunk,labels,sentence_id
musicians,_,O,O,91
than,_,O,O,91
‘,_,O,O,91
just,_,O,O,91
’,_,O,O,91
music,_,O,O,91
.,_,O,O,91
If,_,O,O,91
the,_,O,O,91
industry,_,O,O,91
demands,_,O,O,91
corporate,_,O,B-THE,91
social,_,O,I-THE,91
responsibility,_,O,I-THE,91
practices,_,O,O,91
in,_,O,O,91
a,_,O,O,91
similar,_,O,O,91
vein,_,O,O,91
to,_,O,O,91
how,_,O,O,91
corporations,_,O,O,91
promote,_,O,O,91
themselves,_,O,O,91
;,_,O,O,91
a,_,O,O,91
further,_,O,O,91
question,_,O,O,91
then,_,O,O,91
remains,_,O,O,91
regarding,_,O,O,91
how,_,O,O,91
the,_,O,O,91
increasing,_,O,O,91
prominence,_,O,B-THE,91
of,_,O,O,91
such,_,O,O,91
activities,_,O,O,91
by,_,O,O,91
musicians,_,O,B-THE,91
influences,_,O,O,91
music,_,O,B-THE,91
consumers,_,O,I-THE,91
and,_,O,O,91
fans,_,O,O,91
of,_,O,O,91
individual,_,O,O,91
bands,_,O,O,91
and,_,O,O,91
artists,_,O,O,91
.,_,O,O,91
The,_,O,O,91
current,_,O,O,91
research,_,O,O,91
provides,_,O,O,91
a,_,O,O,91
foundation,_,O,O,91
upon,_,O,O,91
which,_,O,O,91
to,_,O,O,91
better,_,O,O,91
understand,_,O,O,91
the,_,O,O,91
role,_,O,O,91
that,_,O,O,91
social,_,O,O,91
responsibility,_,O,O,91
plays,_,O,O,91
for,_,O,O,91
consumers,_,O,O,91
of,_,O,O,91
music,_,O,O,91
.,_,O,O,91
Consequently,_,O,O,91
",",_,O,O,91
the,_,O,O,91
research,_,O,O,91
has,_,O,O,91
practical,_,O,O,91
implications,_,O,O,91
for,_,O,O,91
promoting,_,O,O,91
socially,_,O,B-THE,91
responsible,_,O,I-THE,91
consumption,_,O,I-THE,91
practices,_,O,I-THE,91
.,_,O,O,91
The,_,O,O,91
various,_,O,O,91
public,_,O,B-THE,91
spaces,_,O,I-THE,91
(,_,O,O,91
concerts,_,O,B-THE,91
",",_,O,O,91
festivals,_,O,I-THE,91
",",_,O,O,91
retail,_,O,B-THE,91
outlets,_,O,I-THE,91
",",_,O,O,91
social,_,O,B-THE,91
events,_,O,I-THE,91
",",_,O,O,91
and,_,O,O,91
social,_,O,B-THE,91
media,_,O,I-THE,91
),_,O,O,91
that,_,O,O,91
music,_,O,B-THE,91
consumption,_,O,I-THE,91
encompasses,_,O,O,91
represent,_,O,O,91
great,_,O,O,91
opportunities,_,O,O,91
in,_,O,O,91
which,_,O,O,91
ethical,_,O,B-THE,91
consumption,_,O,I-THE,91
practices,_,O,I-THE,91
can,_,O,O,91
be,_,O,O,91
promoted,_,O,O,91
.,_,O,O,91
We,_,O,O,91
identify,_,O,O,91
a,_,O,O,91
number,_,O,O,91
of,_,O,O,91
factors,_,O,O,91
(,_,O,O,91
level,_,O,B-THE,91
of,_,O,I-THE,91
expectations,_,O,I-THE,91
",",_,O,O,91
authenticity,_,O,B-THE,91
and,_,O,O,91
escapism,_,O,B-THE,91
),_,O,O,91
that,_,O,O,91
ultimately,_,O,O,91
determine,_,O,O,91
when,_,O,O,91
socially,_,O,B-THE,91
responsible,_,O,I-THE,91
engagement,_,O,I-THE,91
in,_,O,O,91
the,_,O,O,91
music,_,O,O,91
industry,_,O,O,91
is,_,O,O,91
supported,_,O,O,91
",",_,O,O,91
ignored,_,O,O,91
",",_,O,O,91
or,_,O,O,91
even,_,O,O,91
becomes,_,O,O,91
the,_,O,O,91
focus,_,O,O,91
of,_,O,O,91
consumer,_,O,B-THE,91
backlash,_,O,I-THE,91
.,_,O,O,91
©,_,O,O,91
2015,_,O,O,91
",",_,O,O,91
Springer,_,O,O,91
Science,_,O,O,91
#ERROR!,_,O,O,91
Business,_,O,O,91
Media,_,O,O,91
Dordrecht,_,O,O,91
.,_,O,O,91
An,_,O,O,92
important,_,O,O,92
aspect,_,O,O,92
of,_,O,O,92
brand,_,O,B-THE,92
perception,_,O,I-THE,92
emanates,_,O,O,92
from,_,O,O,92
its,_,O,O,92
corporate,_,O,B-THE,92
social,_,O,I-THE,92
responsibility,_,O,I-THE,92
(,_,O,I-THE,92
CSR,_,O,I-THE,92
),_,O,I-THE,92
activity,_,O,I-THE,92
.,_,O,O,92
When,_,O,O,92
two,_,O,O,92
brands,_,O,O,92
involved,_,O,O,92
in,_,O,O,92
CSR,_,O,B-THE,92
activities,_,O,B-THE,92
form,_,O,O,92
a,_,O,O,92
cobranding,_,O,B-THE,92
alliance,_,O,I-THE,92
",",_,O,O,92
their,_,O,O,92
respective,_,O,O,92
CSR,_,O,B-THE,92
perceptions,_,O,I-THE,92
can,_,O,O,92
impact,_,O,O,92
consumer,_,O,B-THE,92
attitudes,_,O,I-THE,92
toward,_,O,O,92
the,_,O,O,92
alliance,_,O,O,92
.,_,O,O,92
As,_,O,O,92
an,_,O,O,92
ethically-oriented,_,O,B-THE,92
strategy,_,O,I-THE,92
",",_,O,O,92
the,_,O,O,92
alliance,_,O,O,92
can,_,O,O,92
be,_,O,O,92
potentially,_,O,O,92
beneficial,_,O,O,92
to,_,O,O,92
both,_,O,O,92
partner,_,O,B-THE,92
brands,_,O,I-THE,92
",",_,O,O,92
and,_,O,O,92
can,_,O,O,92
create,_,O,O,92
opportunities,_,O,O,92
for,_,O,O,92
promoting,_,O,O,92
CSR,_,O,B-THE,92
activities,_,O,I-THE,92
.,_,O,O,92
The,_,O,O,92
research,_,O,O,92
streams,_,O,O,92
on,_,O,O,92
brand,_,O,B-THE,92
management,_,O,I-THE,92
",",_,O,O,92
cobranding,_,O,B-THE,92
",",_,O,O,92
and,_,O,O,92
CSR,_,O,B-THE,92
",",_,O,O,92
however,_,O,O,92
",",_,O,O,92
are,_,O,O,92
silent,_,O,O,92
about,_,O,O,92
this,_,O,O,92
important,_,O,O,92
branding,_,O,B-THE,92
strategy,_,O,I-THE,92
that,_,O,O,92
has,_,O,O,92
several,_,O,O,92
embedded,_,O,B-THE,92
business,_,O,I-THE,92
and,_,O,I-THE,92
societal,_,O,I-THE,92
benefits,_,O,I-THE,92
.,_,O,O,92
This,_,O,O,92
study,_,O,O,92
examines,_,O,O,92
how,_,O,O,92
CSR-based,_,O,B-THE,92
consumer,_,O,I-THE,92
perceptions,_,O,I-THE,92
and,_,O,O,92
ethical,_,O,B-THE,92
self-identity,_,O,I-THE,92
impact,_,O,O,92
consumer,_,O,I-THE,92
evaluation,_,O,I-THE,92
of,_,O,O,92
cobrands,_,O,B-THE,92
.,_,O,O,92
Employing,_,O,O,92
a,_,O,O,92
quasi-experimental,_,O,O,92
between-subjects,_,O,O,92
design,_,O,O,92
",",_,O,O,92
the,_,O,O,92
study,_,O,O,92
tests,_,O,O,92
six,_,O,O,92
cobranding,_,O,B-THE,92
scenarios,_,O,O,92
in,_,O,O,92
three,_,O,O,92
product,_,O,B-THE,92
categories,_,O,I-THE,92
.,_,O,O,92
The,_,O,O,92
data,_,O,O,92
were,_,O,O,92
collected,_,O,O,92
via,_,O,O,92
structured,_,O,O,92
questionnaires,_,O,O,92
resulting,_,O,O,92
in,_,O,O,92
318,_,O,O,92
valid,_,O,O,92
responses,_,O,O,92
.,_,O,O,92
The,_,O,O,92
data,_,O,O,92
were,_,O,O,92
analyzed,_,O,O,92
employing,_,O,O,92
Partial,_,O,B-THE,92
Least,_,O,I-THE,92
Squares,_,O,I-THE,92
Structural,_,O,I-THE,92
Equation,_,O,I-THE,92
Modeling,_,O,I-THE,92
.,_,O,O,92
The,_,O,O,92
results,_,O,O,92
confirm,_,O,O,92
that,_,O,O,92
positive,_,O,O,92
CSR,_,O,B-THE,92
perceptions,_,O,I-THE,92
toward,_,O,O,92
the,_,O,O,92
partner,_,O,B-THE,92
brands,_,O,I-THE,92
are,_,O,O,92
robust,_,O,O,92
indicators,_,O,O,92
of,_,O,O,92
attitudes,_,O,O,92
toward,_,O,O,92
cobrands,_,O,B-THE,92
.,_,O,O,92
Further,_,O,O,92
",",_,O,O,92
the,_,O,O,92
match,_,O,O,92
between,_,O,O,92
the,_,O,O,92
CSR,_,O,B-THE,92
activities,_,O,I-THE,92
of,_,O,O,92
the,_,O,O,92
partner,_,O,B-THE,92
brands,_,O,I-THE,92
(,_,O,O,92
positive,_,O,O,92
CSR,_,O,B-THE,92
fit,_,O,I-THE,92
),_,O,O,92
and,_,O,O,92
the,_,O,O,92
product,_,O,B-THE,92
categories,_,O,I-THE,92
(,_,O,O,92
product,_,O,B-THE,92
fit,_,O,I-THE,92
),_,O,O,92
influences,_,O,O,92
cobrand,_,O,B-THE,92
attitudes,_,O,I-THE,92
.,_,O,O,92
The,_,O,O,92
results,_,O,O,92
also,_,O,O,92
show,_,O,O,92
evidence,_,O,O,92
of,_,O,O,92
‘,_,O,O,92
spill-over,_,O,B-THE,92
’,_,O,I-THE,92
effects,_,O,I-THE,92
",",_,O,O,92
where,_,O,O,92
the,_,O,O,92
alliance,_,O,O,92
has,_,O,O,92
a,_,O,O,92
positive,_,O,O,92
impact,_,O,O,92
on,_,O,O,92
subsequent,_,O,O,92
CSR,_,O,B-THE,92
perceptions,_,O,I-THE,92
toward,_,O,O,92
the,_,O,O,92
partner,_,O,B-THE,92
brands,_,O,I-THE,92
.,_,O,O,92
Additionally,_,O,O,92
",",_,O,O,92
the,_,O,O,92
findings,_,O,O,92
demonstrate,_,O,O,92
an,_,O,O,92
asymmetry,_,O,O,92
in,_,O,O,92
the,_,O,O,92
effects,_,O,O,92
of,_,O,O,92
the,_,O,O,92
cobrand,_,O,B-THE,92
on,_,O,O,92
subsequent,_,O,O,92
CSR,_,O,B-THE,92
perceptions,_,O,I-THE,92
wherein,_,O,O,92
consumers,_,O,O,92
with,_,O,O,92
low,_,O,O,92
ethical,_,O,B-THE,92
self-identity,_,O,I-THE,92
show,_,O,O,92
greater,_,O,O,92
spill-over,_,O,B-THE,92
effects,_,O,I-THE,92
from,_,O,O,92
the,_,O,O,92
cobrand,_,O,B-THE,92
than,_,O,O,92
those,_,O,O,92
with,_,O,O,92
high,_,O,O,92
ethical,_,O,B-THE,92
self-identity,_,O,I-THE,92
.,_,O,O,92
The,_,O,O,92
study,_,O,O,92
contributes,_,O,O,92
to,_,O,O,92
knowledge,_,O,O,92
in,_,O,O,92
the,_,O,O,92
domains,_,O,O,92
of,_,O,O,92
business,_,O,B-THE,92
ethics,_,O,I-THE,92
",",_,O,O,92
cobranding,_,O,B-THE,92
",",_,O,O,92
and,_,O,O,92
social,_,O,B-THE,92
responsibility,_,O,I-THE,92
.,_,O,O,92
The,_,O,O,92
findings,_,O,O,92
have,_,O,O,92
managerial,_,O,O,92
implications,_,O,O,92
for,_,O,O,92
designing,_,O,O,92
CSR-based,_,O,B-THE,92
ethical,_,O,I-THE,92
branding,_,O,I-THE,92
strategies,_,O,I-THE,92
for,_,O,O,92
cobrands,_,O,B-THE,92
.,_,O,O,92
©,_,O,O,92
2015,_,O,O,92
",",_,O,O,92
Springer,_,O,O,92
Science,_,O,O,92
#ERROR!,_,O,O,92
Business,_,O,O,92
Media,_,O,O,92
Dordrecht,_,O,O,92
.,_,O,O,92
The,_,O,O,93
brand,_,O,B-THE,93
personality,_,O,I-THE,93
of,_,O,O,93
nonprofit,_,O,B-THE,93
service,_,O,I-THE,93
organizations,_,O,I-THE,93
(,_,O,I-THE,93
NPO,_,O,I-THE,93
),_,O,I-THE,93
is,_,O,O,93
a,_,O,O,93
focal,_,O,O,93
cue,_,O,O,93
for,_,O,O,93
individuals,_,O,O,93
engaging,_,O,O,93
in,_,O,O,93
pro-social,_,O,B-THE,93
behavior,_,O,I-THE,93
.,_,O,O,93
However,_,O,O,93
",",_,O,O,93
the,_,O,O,93
positive,_,O,O,93
effect,_,O,O,93
of,_,O,O,93
brand,_,O,B-THE,93
personality,_,O,I-THE,93
on,_,O,O,93
donors,_,O,B-THE,93
’,_,O,O,93
intention,_,O,B-THE,93
to,_,O,I-THE,93
engage,_,O,I-THE,93
pro-socially,_,O,I-THE,93
may,_,O,O,93
be,_,O,O,93
affected,_,O,O,93
in,_,O,O,93
cases,_,O,O,93
in,_,O,O,93
which,_,O,O,93
NPOs,_,O,B-THE,93
provide,_,O,O,93
monetary,_,O,B-THE,93
incentives,_,O,I-THE,93
to,_,O,O,93
those,_,O,O,93
donors,_,O,B-THE,93
.,_,O,O,93
Relying,_,O,O,93
on,_,O,O,93
social,_,O,B-THE,93
exchange,_,O,I-THE,93
theory,_,O,I-THE,93
",",_,O,O,93
the,_,O,O,93
authors,_,O,O,93
examine,_,O,O,93
how,_,O,O,93
monetary,_,O,B-THE,93
incentives,_,O,I-THE,93
and,_,O,O,93
brand,_,O,B-THE,93
personality,_,O,I-THE,93
commonly,_,O,O,93
affect,_,O,O,93
the,_,O,O,93
intention,_,O,B-THE,93
to,_,O,I-THE,93
donate,_,O,I-THE,93
and,_,O,O,93
whether,_,O,O,93
this,_,O,O,93
effect,_,O,O,93
varies,_,O,O,93
based,_,O,O,93
on,_,O,O,93
the,_,O,O,93
perceived,_,O,B-THE,93
trustworthiness,_,O,I-THE,93
of,_,O,O,93
the,_,O,O,93
NPO,_,O,B-THE,93
.,_,O,O,93
The,_,O,O,93
results,_,O,O,93
of,_,O,O,93
two,_,O,O,93
experimental,_,O,O,93
studies,_,O,O,93
show,_,O,O,93
that,_,O,O,93
branding,_,O,B-THE,93
and,_,O,O,93
incentivizing,_,O,B-THE,93
decisions,_,O,I-THE,93
should,_,O,O,93
not,_,O,O,93
be,_,O,O,93
developed,_,O,O,93
independently,_,O,O,93
because,_,O,O,93
monetary,_,O,B-THE,93
incentives,_,O,I-THE,93
do,_,O,O,93
indeed,_,O,O,93
undermine,_,O,O,93
the,_,O,O,93
positive,_,O,O,93
effects,_,O,O,93
of,_,O,O,93
brand,_,O,B-THE,93
personality,_,O,I-THE,93
on,_,O,O,93
the,_,O,O,93
intention,_,O,B-THE,93
to,_,O,I-THE,93
donate,_,O,I-THE,93
.,_,O,O,93
However,_,O,O,93
",",_,O,O,93
the,_,O,O,93
effectiveness,_,O,O,93
of,_,O,O,93
incentives,_,O,B-THE,93
varies,_,O,O,93
with,_,O,O,93
the,_,O,O,93
perceived,_,O,B-THE,93
level,_,O,I-THE,93
of,_,O,I-THE,93
trust,_,O,I-THE,93
in,_,O,O,93
the,_,O,O,93
NPO,_,O,B-THE,93
:,_,O,O,93
highly,_,O,O,93
trusted,_,O,B-THE,93
NPO,_,O,I-THE,93
services,_,O,I-THE,93
are,_,O,O,93
harmed,_,O,O,93
by,_,O,O,93
monetary,_,O,B-THE,93
incentives,_,O,I-THE,93
",",_,O,O,93
whereas,_,O,O,93
less-trusted,_,O,B-THE,93
NPOs,_,O,I-THE,93
may,_,O,O,93
even,_,O,O,93
benefit,_,O,O,93
.,_,O,O,93
©,_,O,O,93
2015,_,O,O,93
",",_,O,O,93
Springer,_,O,O,93
Science,_,O,O,93
#ERROR!,_,O,O,93
Business,_,O,O,93
Media,_,O,O,93
Dordrecht,_,O,O,93
.,_,O,O,93
Research,_,O,O,94
on,_,O,O,94
the,_,O,O,94
relationship,_,O,O,94
between,_,O,O,94
corporate,_,O,B-THE,94
environmental,_,O,I-THE,94
performance,_,O,I-THE,94
(,_,O,I-THE,94
CEP,_,O,I-THE,94
),_,O,I-THE,94
and,_,O,O,94
corporate,_,O,B-THE,94
financial,_,O,I-THE,94
performance,_,O,I-THE,94
(,_,O,I-THE,94
CFP,_,O,I-THE,94
),_,O,I-THE,94
has,_,O,O,94
consistently,_,O,O,94
grown,_,O,O,94
and,_,O,O,94
is,_,O,O,94
gaining,_,O,O,94
widespread,_,O,O,94
attention,_,O,O,94
.,_,O,O,94
Given,_,O,O,94
the,_,O,O,94
vast,_,O,O,94
body,_,O,O,94
of,_,O,O,94
CEP–CFP,_,O,B-THE,94
studies,_,O,O,94
",",_,O,O,94
recently,_,O,O,94
scholars,_,O,O,94
have,_,O,O,94
begun,_,O,O,94
to,_,O,O,94
take,_,O,O,94
stock,_,O,O,94
of,_,O,O,94
the,_,O,O,94
cumulative,_,O,O,94
results,_,O,O,94
.,_,O,O,94
However,_,O,O,94
",",_,O,O,94
no,_,O,O,94
study,_,O,O,94
so,_,O,O,94
far,_,O,O,94
has,_,O,O,94
meta-analyzed,_,O,O,94
the,_,O,O,94
findings,_,O,O,94
yielded,_,O,O,94
by,_,O,O,94
event,_,O,O,94
studies,_,O,O,94
assessing,_,O,O,94
the,_,O,O,94
stock,_,O,B-THE,94
market,_,O,I-THE,94
reactions,_,O,I-THE,94
to,_,O,O,94
corporate,_,O,B-THE,94
environmental,_,O,I-THE,94
performance-related,_,O,I-THE,94
events,_,O,I-THE,94
(,_,O,I-THE,94
CEP-related,_,O,I-THE,94
events,_,O,I-THE,94
),_,O,I-THE,94
.,_,O,O,94
This,_,O,O,94
paper,_,O,O,94
sets,_,O,O,94
out,_,O,O,94
to,_,O,O,94
close,_,O,O,94
this,_,O,O,94
gap,_,O,O,94
by,_,O,O,94
synthesizing,_,O,O,94
previous,_,O,O,94
empirical,_,O,O,94
results,_,O,O,94
regarding,_,O,O,94
the,_,O,O,94
stock,_,O,B-THE,94
market,_,O,I-THE,94
impact,_,O,I-THE,94
of,_,O,O,94
positive,_,O,B-THE,94
and,_,O,I-THE,94
negative,_,O,I-THE,94
CEP-related,_,O,I-THE,94
events,_,O,I-THE,94
.,_,O,O,94
Results,_,O,O,94
indicate,_,O,O,94
a,_,O,O,94
positive,_,O,O,94
relationship,_,O,O,94
across,_,O,O,94
studies,_,O,O,94
in,_,O,O,94
terms,_,O,O,94
of,_,O,O,94
positive,_,O,B-THE,94
market,_,O,I-THE,94
reactions,_,O,I-THE,94
to,_,O,O,94
positive,_,O,B-THE,94
events,_,O,I-THE,94
and,_,O,O,94
negative,_,O,B-THE,94
reactions,_,O,I-THE,94
to,_,O,O,94
negative,_,O,B-THE,94
events,_,O,I-THE,94
.,_,O,O,94
Furthermore,_,O,O,94
",",_,O,O,94
the,_,O,O,94
findings,_,O,O,94
show,_,O,O,94
that,_,O,O,94
the,_,O,O,94
market,_,O,B-THE,94
reactions,_,O,I-THE,94
are,_,O,O,94
stronger,_,O,O,94
for,_,O,O,94
negative,_,O,B-THE,94
events,_,O,I-THE,94
than,_,O,O,94
for,_,O,O,94
positive,_,O,B-THE,94
events,_,O,I-THE,94
(,_,O,O,94
i.e,_,O,O,94
.,_,O,O,94
",",_,O,O,94
asymmetry,_,O,B-THE,94
in,_,O,O,94
the,_,O,O,94
stock,_,O,B-THE,94
market,_,O,I-THE,94
reaction,_,O,I-THE,94
),_,O,O,94
.,_,O,O,94
Finally,_,O,O,94
",",_,O,O,94
this,_,O,O,94
study,_,O,O,94
examines,_,O,O,94
whether,_,O,O,94
methodological,_,O,B-THE,94
artifacts,_,O,I-THE,94
(,_,O,O,94
i.e,_,O,O,94
.,_,O,O,94
",",_,O,O,94
differences,_,O,O,94
in,_,O,O,94
the,_,O,O,94
study,_,O,O,94
designs,_,O,O,94
),_,O,O,94
may,_,O,O,94
explain,_,O,O,94
the,_,O,O,94
differences,_,O,O,94
in,_,O,O,94
the,_,O,O,94
findings,_,O,O,94
of,_,O,O,94
the,_,O,O,94
analyzed,_,O,O,94
event,_,O,B-THE,94
studies,_,O,I-THE,94
.,_,O,O,94
©,_,O,O,94
2015,_,O,O,94
",",_,O,O,94
Springer,_,O,O,94
Science,_,O,O,94
#ERROR!,_,O,O,94
Business,_,O,O,94
Media,_,O,O,94
Dordrecht,_,O,O,94
.,_,O,O,94
Sustainability,_,O,B-THE,95
reporting,_,O,I-THE,95
guidelines,_,O,I-THE,95
developed,_,O,O,95
by,_,O,O,95
Global,_,O,B-THE,95
Reporting,_,O,I-THE,95
Initiative,_,O,I-THE,95
(,_,O,I-THE,95
GRI,_,O,I-THE,95
),_,O,I-THE,95
provide,_,O,O,95
a,_,O,O,95
systematic,_,O,O,95
approach,_,O,O,95
for,_,O,O,95
the,_,O,O,95
companies,_,O,O,95
to,_,O,O,95
report,_,O,O,95
their,_,O,O,95
performance,_,O,O,95
on,_,O,O,95
social,_,O,B-THE,95
",",_,O,O,95
environmental,_,O,B-THE,95
",",_,O,O,95
and,_,O,O,95
economic,_,O,B-THE,95
dimensions,_,O,I-THE,95
of,_,O,O,95
sustainability,_,O,B-THE,95
.,_,O,O,95
This,_,O,O,95
study,_,O,O,95
compared,_,O,O,95
the,_,O,O,95
sustainability,_,O,B-THE,95
reports,_,O,I-THE,95
of,_,O,O,95
leading,_,O,O,95
Indian,_,O,B-THE,95
public,_,O,I-THE,95
and,_,O,I-THE,95
private,_,O,I-THE,95
sector,_,O,I-THE,95
companies,_,O,I-THE,95
.,_,O,O,95
Reports,_,O,O,95
were,_,O,O,95
analyzed,_,O,O,95
based,_,O,O,95
on,_,O,O,95
GRI,_,O,B-THE,95
guidelines,_,O,I-THE,95
toward,_,O,O,95
their,_,O,O,95
reporting,_,O,O,95
on,_,O,O,95
sustainability,_,O,I-THE,95
.,_,O,O,95
A,_,O,O,95
numerical,_,O,O,95
score,_,O,O,95
from,_,O,O,95
0,_,O,O,95
to,_,O,O,95
3,_,O,O,95
was,_,O,O,95
assigned,_,O,O,95
for,_,O,O,95
each,_,O,O,95
of,_,O,O,95
the,_,O,O,95
84,_,O,O,95
performance,_,O,O,95
indicators,_,O,O,95
(,_,O,O,95
9,_,O,O,95
",",_,O,O,95
30,_,O,O,95
",",_,O,O,95
and,_,O,O,95
45,_,O,O,95
indicators,_,O,O,95
for,_,O,O,95
economic,_,O,B-THE,95
",",_,O,O,95
environment,_,O,B-THE,95
",",_,O,O,95
and,_,O,O,95
social,_,O,B-THE,95
dimensions,_,O,I-THE,95
",",_,O,O,95
respectively,_,O,O,95
),_,O,O,95
of,_,O,O,95
the,_,O,O,95
GRI,_,O,B-THE,95
2011,_,O,O,95
guidelines,_,O,O,95
based,_,O,O,95
on,_,O,O,95
inclusiveness,_,O,B-THE,95
of,_,O,O,95
sustainability,_,O,B-THE,95
report,_,O,I-THE,95
.,_,O,O,95
The,_,O,O,95
analysis,_,O,O,95
showed,_,O,O,95
that,_,O,O,95
reporting,_,O,O,95
on,_,O,O,95
economic,_,O,I-THE,95
dimension,_,O,I-THE,95
was,_,O,O,95
comparatively,_,O,O,95
better,_,O,O,95
as,_,O,O,95
compared,_,O,O,95
to,_,O,O,95
social,_,O,B-THE,95
and,_,O,O,95
environmental,_,O,B-THE,95
dimensions,_,O,I-THE,95
.,_,O,O,95
Sampled,_,O,O,95
companies,_,O,O,95
did,_,O,O,95
not,_,O,O,95
show,_,O,O,95
much,_,O,O,95
difference,_,O,O,95
in,_,O,O,95
their,_,O,O,95
reporting,_,O,B-THE,95
practices,_,O,I-THE,95
on,_,O,O,95
economic,_,O,B-THE,95
performances,_,O,I-THE,95
.,_,O,O,95
However,_,O,O,95
",",_,O,O,95
considerable,_,O,O,95
difference,_,O,O,95
was,_,O,O,95
observed,_,O,O,95
in,_,O,O,95
their,_,O,O,95
reporting,_,O,B-THE,95
practices,_,O,I-THE,95
on,_,O,O,95
environmental,_,O,B-THE,95
and,_,O,O,95
social,_,O,B-THE,95
dimensions,_,O,I-THE,95
.,_,O,O,95
Reporting,_,O,O,95
practices,_,O,O,95
of,_,O,O,95
Tata,_,O,B-THE,95
Steel,_,O,I-THE,95
were,_,O,O,95
better,_,O,O,95
in,_,O,O,95
all,_,O,O,95
dimensions,_,O,O,95
of,_,O,O,95
sustainability,_,O,B-THE,95
and,_,O,O,95
emerged,_,O,O,95
as,_,O,O,95
a,_,O,O,95
responsible,_,O,B-THE,95
company,_,O,I-THE,95
on,_,O,O,95
sustainability,_,O,B-THE,95
reporting,_,O,I-THE,95
.,_,O,O,95
©,_,O,O,95
2015,_,O,O,95
",",_,O,O,95
Springer,_,O,O,95
Science,_,O,O,95
#ERROR!,_,O,O,95
Business,_,O,O,95
Media,_,O,O,95
Dordrecht,_,O,O,95
.,_,O,O,95
Using,_,O,O,96
two,_,O,O,96
firm-level,_,O,O,96
datasets,_,O,O,96
in,_,O,O,96
Korea,_,O,B-THE,96
",",_,O,O,96
we,_,O,O,96
analyzed,_,O,O,96
the,_,O,O,96
effects,_,O,O,96
of,_,O,O,96
corporate,_,O,B-THE,96
social,_,O,I-THE,96
responsibility,_,O,I-THE,96
(,_,O,I-THE,96
CSR,_,O,I-THE,96
),_,O,I-THE,96
on,_,O,O,96
employment,_,O,B-THE,96
relations,_,O,I-THE,96
.,_,O,O,96
We,_,O,O,96
propose,_,O,O,96
that,_,O,O,96
participation,_,O,O,96
in,_,O,O,96
corporate,_,O,B-THE,96
social,_,O,I-THE,96
activity,_,O,I-THE,96
may,_,O,O,96
not,_,O,O,96
necessarily,_,O,O,96
reflect,_,O,O,96
an,_,O,O,96
ethical,_,O,B-THE,96
commitment,_,O,I-THE,96
to,_,O,O,96
do,_,O,O,96
“,_,O,O,96
the,_,O,O,96
right,_,O,O,96
thing,_,O,O,96
",",_,O,O,96
”,_,O,O,96
but,_,O,O,96
instead,_,O,O,96
can,_,O,O,96
be,_,O,O,96
associated,_,O,O,96
with,_,O,O,96
mobilizing,_,O,B-THE,96
internal,_,O,I-THE,96
resources,_,O,I-THE,96
to,_,O,O,96
offset,_,O,O,96
the,_,O,O,96
costs,_,O,O,96
imposed,_,O,O,96
by,_,O,O,96
external,_,O,B-THE,96
CSR,_,O,I-THE,96
involvement,_,O,I-THE,96
undertaken,_,O,O,96
because,_,O,O,96
of,_,O,O,96
social,_,O,B-THE,96
pressure,_,O,I-THE,96
.,_,O,O,96
Analysis,_,O,O,96
of,_,O,O,96
the,_,O,O,96
two,_,O,O,96
datasets,_,O,O,96
showed,_,O,O,96
similar,_,O,O,96
results,_,O,O,96
.,_,O,O,96
The,_,O,O,96
results,_,O,O,96
demonstrate,_,O,O,96
that,_,O,O,96
socially,_,O,B-THE,96
responsible,_,O,I-THE,96
actions,_,O,I-THE,96
facilitate,_,O,O,96
employer,_,O,B-THE,96
tendency,_,O,I-THE,96
to,_,O,O,96
use,_,O,O,96
performance-based,_,O,B-THE,96
pay,_,O,I-THE,96
and,_,O,O,96
efficiency-based,_,O,B-THE,96
work,_,O,I-THE,96
practices,_,O,I-THE,96
.,_,O,O,96
We,_,O,O,96
also,_,O,O,96
find,_,O,O,96
that,_,O,O,96
CSR,_,O,B-THE,96
has,_,O,O,96
a,_,O,O,96
negative,_,O,O,96
association,_,O,O,96
with,_,O,O,96
employment,_,O,I-THE,96
growth,_,O,I-THE,96
and,_,O,O,96
increased,_,O,O,96
labor,_,O,B-THE,96
flexibility,_,O,I-THE,96
through,_,O,O,96
contingent,_,O,B-THE,96
employment,_,O,I-THE,96
.,_,O,O,96
These,_,O,O,96
findings,_,O,O,96
shed,_,O,O,96
light,_,O,O,96
on,_,O,O,96
the,_,O,O,96
internal,_,O,B-THE,96
impact,_,O,I-THE,96
of,_,O,O,96
CSR,_,O,B-THE,96
involvement,_,O,I-THE,96
on,_,O,O,96
a,_,O,O,96
firm,_,O,B-THE,96
’,_,O,I-THE,96
s,_,O,I-THE,96
employment,_,O,I-THE,96
policies,_,O,I-THE,96
with,_,O,O,96
respect,_,O,O,96
to,_,O,O,96
resource,_,O,B-THE,96
allocation,_,O,I-THE,96
.,_,O,O,96
©,_,O,O,96
2015,_,O,O,96
",",_,O,O,96
The,_,O,O,96
Author,_,O,O,96
(,_,O,O,96
s,_,O,O,96
),_,O,O,96
.,_,O,O,96
We,_,O,O,97
provide,_,O,O,97
a,_,O,O,97
comprehensive,_,O,O,97
analysis,_,O,O,97
of,_,O,O,97
differences,_,O,O,97
between,_,O,O,97
socially,_,O,B-THE,97
responsible,_,O,I-THE,97
