words,pos,chunk,labels,sentence_id
third,_,O,O,139
section,_,O,O,139
applies,_,O,O,139
the,_,O,O,139
combined,_,O,B-THE,139
narrative,_,O,I-THE,139
devices,_,O,I-THE,139
and,_,O,O,139
systems,_,O,B-THE,139
framework,_,O,I-THE,139
to,_,O,O,139
illustrate,_,O,O,139
how,_,O,O,139
an,_,O,O,139
actual,_,O,O,139
company,_,O,O,139
has,_,O,O,139
articulated,_,O,O,139
",",_,O,O,139
debated,_,O,O,139
",",_,O,O,139
revised,_,O,O,139
",",_,O,O,139
and,_,O,O,139
enacted,_,O,O,139
its,_,O,O,139
core,_,O,B-THE,139
values,_,O,I-THE,139
over,_,O,O,139
time,_,O,O,139
.,_,O,O,139
The,_,O,O,139
concluding,_,O,O,139
section,_,O,O,139
discusses,_,O,O,139
the,_,O,O,139
analysis,_,O,O,139
",",_,O,O,139
its,_,O,O,139
contributions,_,O,O,139
to,_,O,O,139
the,_,O,O,139
literature,_,O,O,139
",",_,O,O,139
and,_,O,O,139
implications,_,O,O,139
for,_,O,O,139
future,_,O,O,139
research,_,O,O,139
.,_,O,O,139
©,_,O,O,139
2015,_,O,O,139
",",_,O,O,139
Springer,_,O,O,139
Science,_,O,O,139
#ERROR!,_,O,O,139
Business,_,O,O,139
Media,_,O,O,139
Dordrecht,_,O,O,139
.,_,O,O,139
Cause-related,_,O,B-THE,140
marketing,_,O,I-THE,140
(,_,O,I-THE,140
C-RM,_,O,I-THE,140
),_,O,I-THE,140
has,_,O,O,140
risen,_,O,O,140
to,_,O,O,140
become,_,O,O,140
a,_,O,O,140
popular,_,O,O,140
strategy,_,O,O,140
to,_,O,O,140
increase,_,O,O,140
business,_,O,B-THE,140
value,_,O,I-THE,140
through,_,O,O,140
profit-motivated,_,O,B-THE,140
giving,_,O,I-THE,140
.,_,O,O,140
Despite,_,O,O,140
the,_,O,O,140
growing,_,O,O,140
number,_,O,O,140
of,_,O,O,140
articles,_,O,O,140
published,_,O,O,140
in,_,O,O,140
the,_,O,O,140
last,_,O,O,140
decade,_,O,O,140
",",_,O,O,140
no,_,O,O,140
comprehensive,_,O,O,140
analysis,_,O,O,140
of,_,O,O,140
the,_,O,O,140
most,_,O,O,140
discussed,_,O,O,140
constructs,_,O,O,140
of,_,O,O,140
cause-related,_,O,B-THE,140
marketing,_,O,I-THE,140
is,_,O,O,140
available,_,O,O,140
.,_,O,O,140
This,_,O,O,140
paper,_,O,O,140
uses,_,O,O,140
an,_,O,O,140
advanced,_,O,B-THE,140
Text,_,O,I-THE,140
Mining,_,O,I-THE,140
methodology,_,O,I-THE,140
(,_,O,O,140
a,_,O,O,140
Bayesian,_,O,B-THE,140
contextual,_,O,I-THE,140
analysis,_,O,I-THE,140
algorithm,_,O,I-THE,140
known,_,O,O,140
as,_,O,O,140
Correlated,_,O,B-THE,140
Topic,_,O,I-THE,140
Model,_,O,I-THE,140
",",_,O,I-THE,140
CTM,_,O,I-THE,140
),_,O,O,140
to,_,O,O,140
conduct,_,O,O,140
a,_,O,O,140
comprehensive,_,O,O,140
analysis,_,O,O,140
of,_,O,O,140
246,_,O,O,140
articles,_,O,O,140
published,_,O,O,140
in,_,O,O,140
40,_,O,O,140
different,_,O,O,140
journals,_,O,O,140
between,_,O,O,140
1988,_,O,O,140
and,_,O,O,140
2013,_,O,O,140
on,_,O,O,140
the,_,O,O,140
subject,_,O,O,140
of,_,O,O,140
cause-related,_,O,B-THE,140
marketing,_,O,I-THE,140
.,_,O,O,140
Text,_,O,B-THE,140
Mining,_,O,I-THE,140
also,_,O,O,140
allows,_,O,O,140
quantitative,_,O,B-THE,140
analyses,_,O,I-THE,140
to,_,O,O,140
be,_,O,O,140
performed,_,O,O,140
on,_,O,O,140
the,_,O,O,140
literature,_,O,O,140
.,_,O,O,140
For,_,O,O,140
instance,_,O,O,140
",",_,O,O,140
it,_,O,O,140
is,_,O,O,140
shown,_,O,O,140
that,_,O,O,140
the,_,O,O,140
most,_,O,O,140
prominent,_,O,O,140
long-term,_,O,B-THE,140
topics,_,O,I-THE,140
discussed,_,O,O,140
since,_,O,O,140
1988,_,O,O,140
on,_,O,O,140
the,_,O,O,140
subject,_,O,O,140
are,_,O,O,140
“,_,O,B-THE,140
brand-cause,_,O,I-THE,140
fit,_,O,I-THE,140
”,_,O,I-THE,140
",",_,O,O,140
“,_,O,B-THE,140
law,_,O,I-THE,140
and,_,O,I-THE,140
Ethics,_,O,I-THE,140
”,_,O,I-THE,140
",",_,O,O,140
and,_,O,O,140
“,_,O,B-THE,140
corporate,_,O,I-THE,140
and,_,O,I-THE,140
social,_,O,I-THE,140
identification,_,O,I-THE,140
”,_,O,I-THE,140
",",_,O,O,140
while,_,O,O,140
the,_,O,O,140
most,_,O,O,140
actively,_,O,O,140
discussed,_,O,O,140
topic,_,O,O,140
presently,_,O,O,140
is,_,O,O,140
“,_,O,B-THE,140
sectors,_,O,I-THE,140
raising,_,O,I-THE,140
social,_,O,I-THE,140
taboos,_,O,I-THE,140
and,_,O,I-THE,140
moral,_,O,I-THE,140
debates,_,O,I-THE,140
”,_,O,I-THE,140
.,_,O,O,140
The,_,O,O,140
paper,_,O,O,140
has,_,O,O,140
two,_,O,O,140
goals,_,O,O,140
:,_,O,O,140
first,_,O,O,140
",",_,O,O,140
it,_,O,O,140
introduces,_,O,O,140
the,_,O,O,140
technique,_,O,O,140
of,_,O,O,140
CTM,_,O,B-THE,140
to,_,O,O,140
the,_,O,O,140
Marketing,_,O,B-THE,140
area,_,O,I-THE,140
",",_,O,O,140
illustrating,_,O,O,140
how,_,O,O,140
Text,_,O,B-THE,140
Mining,_,O,I-THE,140
may,_,O,O,140
guide,_,O,O,140
",",_,O,O,140
simplify,_,O,O,140
",",_,O,O,140
and,_,O,O,140
enhance,_,O,O,140
review,_,O,B-THE,140
processes,_,O,I-THE,140
while,_,O,O,140
providing,_,O,O,140
objective,_,O,B-THE,140
building,_,O,I-THE,140
blocks,_,O,I-THE,140
(,_,O,O,140
topics,_,O,O,140
),_,O,O,140
to,_,O,O,140
be,_,O,O,140
used,_,O,O,140
in,_,O,O,140
a,_,O,O,140
review,_,O,O,140
;,_,O,O,140
second,_,O,O,140
",",_,O,O,140
it,_,O,O,140
applies,_,O,O,140
CTM,_,O,B-THE,140
to,_,O,O,140
the,_,O,O,140
C-RM,_,O,B-THE,140
field,_,O,I-THE,140
",",_,O,O,140
uncovering,_,O,O,140
and,_,O,O,140
summarizing,_,O,O,140
the,_,O,O,140
most,_,O,O,140
discussed,_,O,O,140
topics,_,O,O,140
.,_,O,O,140
Mining,_,O,B-THE,140
text,_,O,I-THE,140
",",_,O,O,140
however,_,O,O,140
",",_,O,O,140
is,_,O,O,140
not,_,O,O,140
aimed,_,O,O,140
at,_,O,O,140
replacing,_,O,O,140
all,_,O,O,140
subjective,_,O,B-THE,140
decisions,_,O,I-THE,140
that,_,O,O,140
must,_,O,O,140
be,_,O,O,140
taken,_,O,O,140
as,_,O,O,140
part,_,O,O,140
of,_,O,O,140
literature,_,O,O,140
review,_,O,O,140
methodologies,_,O,O,140
.,_,O,O,140
©,_,O,O,140
2015,_,O,O,140
",",_,O,O,140
Springer,_,O,O,140
Science,_,O,O,140
#ERROR!,_,O,O,140
Business,_,O,O,140
Media,_,O,O,140
Dordrecht,_,O,O,140
.,_,O,O,140
This,_,O,O,141
article,_,O,O,141
presents,_,O,O,141
the,_,O,O,141
results,_,O,O,141
of,_,O,O,141
a,_,O,O,141
cross-cultural,_,O,B-THE,141
study,_,O,I-THE,141
that,_,O,O,141
examines,_,O,O,141
the,_,O,O,141
relationship,_,O,O,141
between,_,O,O,141
spirituality,_,O,B-THE,141
and,_,O,O,141
a,_,O,O,141
consumer,_,O,B-THE,141
’,_,O,I-THE,141
s,_,O,I-THE,141
ethical,_,O,I-THE,141
predisposition,_,O,I-THE,141
",",_,O,O,141
and,_,O,O,141
further,_,O,O,141
examines,_,O,O,141
the,_,O,O,141
relationship,_,O,O,141
between,_,O,O,141
the,_,O,O,141
internalization,_,O,B-THE,141
of,_,O,O,141
one,_,O,O,141
’,_,O,O,141
s,_,O,O,141
moral,_,O,B-THE,141
identity,_,O,I-THE,141
and,_,O,O,141
a,_,O,O,141
consumer,_,O,O,141
’,_,O,O,141
s,_,O,O,141
ethical,_,O,B-THE,141
predisposition,_,O,I-THE,141
.,_,O,O,141
Finally,_,O,O,141
",",_,O,O,141
the,_,O,O,141
moderating,_,O,O,141
impact,_,O,O,141
of,_,O,O,141
cultural,_,O,B-THE,141
factors,_,O,I-THE,141
on,_,O,O,141
the,_,O,O,141
above,_,O,O,141
relationships,_,O,O,141
is,_,O,O,141
tested,_,O,O,141
using,_,O,O,141
Hofstede,_,O,B-THE,141
’,_,O,O,141
s,_,O,O,141
five,_,O,O,141
dimensions,_,O,O,141
.,_,O,O,141
Data,_,O,O,141
were,_,O,O,141
gathered,_,O,O,141
from,_,O,O,141
young,_,O,B-THE,141
adult,_,O,I-THE,141
",",_,O,O,141
well-educated,_,O,B-THE,141
consumers,_,O,I-THE,141
in,_,O,O,141
five,_,O,O,141
different,_,O,O,141
countries,_,O,O,141
",",_,O,O,141
namely,_,O,O,141
the,_,O,O,141
U.S,_,O,O,141
.,_,O,O,141
",",_,O,O,141
France,_,O,B-THE,141
",",_,O,O,141
Spain,_,O,B-THE,141
",",_,O,O,141
India,_,O,B-THE,141
",",_,O,O,141
and,_,O,O,141
Egypt,_,O,B-THE,141
.,_,O,O,141
The,_,O,O,141
results,_,O,O,141
indicate,_,O,O,141
that,_,O,O,141
the,_,O,O,141
more,_,O,O,141
spiritual,_,O,O,141
an,_,O,O,141
individual,_,O,B-THE,141
consumer,_,O,I-THE,141
is,_,O,O,141
",",_,O,O,141
the,_,O,O,141
more,_,O,O,141
likely,_,O,O,141
that,_,O,O,141
consumer,_,O,O,141
is,_,O,O,141
to,_,O,O,141
be,_,O,O,141
ethically,_,O,B-THE,141
predisposed,_,O,I-THE,141
.,_,O,O,141
Furthermore,_,O,O,141
",",_,O,O,141
the,_,O,O,141
stronger,_,O,O,141
one,_,O,O,141
’,_,O,O,141
s,_,O,O,141
internalization,_,O,O,141
of,_,O,O,141
a,_,O,O,141
moral,_,O,B-THE,141
identity,_,O,I-THE,141
",",_,O,O,141
the,_,O,O,141
more,_,O,O,141
likely,_,O,O,141
one,_,O,O,141
is,_,O,O,141
to,_,O,O,141
be,_,O,O,141
ethically,_,O,B-THE,141
predisposed,_,O,I-THE,141
.,_,O,O,141
These,_,O,O,141
two,_,O,O,141
relationships,_,O,O,141
are,_,O,O,141
further,_,O,O,141
moderated,_,O,O,141
by,_,O,O,141
Hofstede,_,O,B-THE,141
’,_,O,O,141
s,_,O,O,141
cultural,_,O,O,141
factors,_,O,O,141
such,_,O,O,141
as,_,O,O,141
the,_,O,O,141
degree,_,O,O,141
of,_,O,O,141
collectivism,_,O,B-THE,141
versus,_,O,O,141
individualism,_,O,B-THE,141
in,_,O,O,141
the,_,O,O,141
culture,_,O,O,141
.,_,O,O,141
However,_,O,O,141
",",_,O,O,141
the,_,O,O,141
strength,_,O,O,141
and,_,O,O,141
direction,_,O,O,141
of,_,O,O,141
the,_,O,O,141
moderation,_,O,O,141
may,_,O,O,141
vary,_,O,O,141
depending,_,O,O,141
upon,_,O,O,141
the,_,O,O,141
specific,_,O,O,141
Hofstede,_,O,B-THE,141
dimension,_,O,I-THE,141
.,_,O,O,141
©,_,O,O,141
2015,_,O,O,141
",",_,O,O,141
Springer,_,O,O,141
Science,_,O,O,141
#ERROR!,_,O,O,141
Business,_,O,O,141
Media,_,O,O,141
Dordrecht,_,O,O,141
.,_,O,O,141
Consumers,_,O,B-THE,142
often,_,O,O,142
intend,_,O,O,142
to,_,O,O,142
create,_,O,O,142
a,_,O,O,142
socially,_,O,B-THE,142
responsible,_,O,I-THE,142
identity,_,O,I-THE,142
by,_,O,O,142
consuming,_,O,B-THE,142
ethically,_,O,I-THE,142
.,_,O,O,142
Observers,_,O,B-THE,142
",",_,O,O,142
however,_,O,O,142
",",_,O,O,142
do,_,O,O,142
not,_,O,O,142
limit,_,O,O,142
their,_,O,O,142
inferences,_,O,O,142
to,_,O,O,142
the,_,O,O,142
specific,_,O,O,142
identity,_,O,O,142
consumers,_,O,B-THE,142
intend,_,O,O,142
to,_,O,O,142
project,_,O,O,142
.,_,O,O,142
To,_,O,O,142
illustrate,_,O,O,142
",",_,O,O,142
we,_,O,O,142
examine,_,O,O,142
how,_,O,O,142
observers,_,O,B-THE,142
make,_,O,O,142
inferences,_,O,O,142
about,_,O,O,142
consumers,_,O,B-THE,142
on,_,O,O,142
the,_,O,O,142
basis,_,O,O,142
of,_,O,O,142
their,_,O,O,142
ethical,_,O,B-THE,142
consumption,_,O,I-THE,142
.,_,O,O,142
Across,_,O,O,142
four,_,O,O,142
studies,_,O,O,142
we,_,O,O,142
find,_,O,O,142
that,_,O,O,142
",",_,O,O,142
in,_,O,O,142
addition,_,O,O,142
to,_,O,O,142
being,_,O,O,142
viewed,_,O,O,142
as,_,O,O,142
ethical,_,O,O,142
",",_,O,O,142
consumers,_,O,B-THE,142
are,_,O,O,142
viewed,_,O,O,142
as,_,O,O,142
less,_,O,O,142
masculine,_,O,B-THE,142
and,_,O,O,142
more,_,O,O,142
feminine,_,O,I-THE,142
when,_,O,O,142
they,_,O,O,142
consume,_,O,O,142
ethical,_,O,B-THE,142
products,_,O,I-THE,142
.,_,O,O,142
We,_,O,O,142
also,_,O,O,142
identify,_,O,O,142
two,_,O,O,142
boundary,_,O,O,142
conditions,_,O,O,142
to,_,O,O,142
this,_,O,O,142
effect,_,O,O,142
",",_,O,O,142
including,_,O,O,142
the,_,O,O,142
use,_,O,O,142
of,_,O,O,142
self-benefit,_,O,B-THE,142
/,_,O,O,142
other-benefit,_,O,B-THE,142
advertising,_,O,I-THE,142
appeals,_,O,I-THE,142
and,_,O,O,142
the,_,O,O,142
use,_,O,O,142
of,_,O,O,142
descriptive,_,O,B-THE,142
norms,_,O,I-THE,142
to,_,O,O,142
establish,_,O,O,142
gender,_,O,B-THE,142
appropriate,_,O,I-THE,142
behavior,_,O,I-THE,142
.,_,O,O,142
We,_,O,O,142
finally,_,O,O,142
examine,_,O,O,142
how,_,O,O,142
consumers,_,O,O,142
resolve,_,O,O,142
the,_,O,O,142
conflict,_,O,O,142
of,_,O,O,142
creating,_,O,O,142
ethical,_,O,B-THE,142
and,_,O,O,142
gender-congruent,_,O,B-THE,142
identities,_,O,I-THE,142
.,_,O,O,142
We,_,O,O,142
find,_,O,O,142
that,_,O,O,142
when,_,O,O,142
male,_,O,O,142
(,_,O,O,142
female,_,O,O,142
),_,O,O,142
consumers,_,O,O,142
are,_,O,O,142
in,_,O,O,142
the,_,O,O,142
presence,_,O,O,142
of,_,O,O,142
observers,_,O,O,142
of,_,O,O,142
the,_,O,O,142
opposite,_,O,O,142
(,_,O,O,142
same,_,O,O,142
),_,O,O,142
sex,_,O,O,142
",",_,O,O,142
they,_,O,O,142
are,_,O,O,142
more,_,O,O,142
(,_,O,O,142
less,_,O,O,142
),_,O,O,142
likely,_,O,O,142
to,_,O,O,142
prioritize,_,O,O,142
ethical,_,O,B-THE,142
identity,_,O,I-THE,142
even,_,O,O,142
when,_,O,O,142
it,_,O,O,142
threatens,_,O,O,142
their,_,O,O,142
gender,_,O,B-THE,142
orientation,_,O,I-THE,142
.,_,O,O,142
©,_,O,O,142
2015,_,O,O,142
",",_,O,O,142
Springer,_,O,O,142
Science,_,O,O,142
#ERROR!,_,O,O,142
Business,_,O,O,142
Media,_,O,O,142
Dordrecht,_,O,O,142
.,_,O,O,142
We,_,O,O,143
deny,_,O,O,143
that,_,O,O,143
asymmetrical,_,O,B-THE,143
information,_,O,I-THE,143
is,_,O,O,143
a,_,O,O,143
market,_,O,B-THE,143
failure,_,O,I-THE,143
.,_,O,O,143
In,_,O,O,143
order,_,O,O,143
to,_,O,O,143
make,_,O,O,143
this,_,O,O,143
case,_,O,O,143
",",_,O,O,143
we,_,O,O,143
subject,_,O,O,143
to,_,O,O,143
critical,_,O,B-THE,143
scrutiny,_,O,I-THE,143
the,_,O,O,143
strongest,_,O,O,143
case,_,O,O,143
for,_,O,O,143
this,_,O,O,143
thesis,_,O,O,143
:,_,O,O,143
the,_,O,O,143
view,_,O,O,143
that,_,O,O,143
laws,_,O,O,143
prohibiting,_,O,O,143
insider,_,O,B-THE,143
trading,_,O,I-THE,143
are,_,O,O,143
viable,_,O,B-THE,143
",",_,O,O,143
necessary,_,O,B-THE,143
",",_,O,O,143
or,_,O,O,143
compatible,_,O,B-THE,143
with,_,O,O,143
the,_,O,O,143
rule,_,O,B-THE,143
of,_,O,I-THE,143
law,_,O,I-THE,143
.,_,O,O,143
©,_,O,O,143
2015,_,O,O,143
",",_,O,O,143
Springer,_,O,O,143
Science,_,O,O,143
#ERROR!,_,O,O,143
Business,_,O,O,143
Media,_,O,O,143
Dordrecht,_,O,O,143
.,_,O,O,143
Using,_,O,O,144
the,_,O,O,144
emerging,_,O,B-THE,144
technology,_,O,I-THE,144
of,_,O,O,144
large-scale,_,O,B-THE,144
textual,_,O,I-THE,144
analysis,_,O,I-THE,144
",",_,O,O,144
this,_,O,O,144
study,_,O,O,144
examines,_,O,O,144
the,_,O,O,144
use,_,O,O,144
of,_,O,O,144
the,_,O,O,144
term,_,O,O,144
‘,_,O,O,144
customer,_,O,B-THE,144
satisfaction,_,O,I-THE,144
’,_,O,O,144
and,_,O,O,144
its,_,O,O,144
variants,_,O,O,144
in,_,O,O,144
the,_,O,O,144
annual,_,O,O,144
reports,_,O,O,144
issued,_,O,O,144
by,_,O,O,144
publicly,_,O,O,144
traded,_,O,O,144
U.S,_,O,B-THE,144
.,_,O,O,144
corporations,_,O,O,144
and,_,O,O,144
filed,_,O,O,144
with,_,O,O,144
the,_,O,O,144
Securities,_,O,B-THE,144
and,_,O,I-THE,144
Exchange,_,O,I-THE,144
Commission,_,O,I-THE,144
as,_,O,O,144
Form,_,O,O,144
10,_,O,O,144
#ERROR!,_,O,O,144
K,_,O,O,144
.,_,O,O,144
We,_,O,O,144
document,_,O,O,144
the,_,O,O,144
frequency,_,O,B-THE,144
of,_,O,O,144
the,_,O,O,144
term,_,O,O,144
’,_,O,O,144
s,_,O,O,144
occurrence,_,O,O,144
in,_,O,O,144
10,_,O,O,144
#ERROR!,_,O,O,144
Ks,_,O,O,144
over,_,O,O,144
the,_,O,O,144
1995,_,O,O,144
–,_,O,O,144
2013,_,O,O,144
period,_,O,O,144
and,_,O,O,144
the,_,O,O,144
differences,_,O,O,144
in,_,O,O,144
usage,_,O,O,144
across,_,O,O,144
industries,_,O,O,144
.,_,O,O,144
We,_,O,O,144
then,_,O,O,144
relate,_,O,O,144
the,_,O,O,144
term,_,O,O,144
’,_,O,O,144
s,_,O,O,144
usage,_,O,O,144
in,_,O,O,144
10,_,O,O,144
#ERROR!,_,O,O,144
Ks,_,O,O,144
to,_,O,O,144
subsequent,_,O,O,144
scores,_,O,O,144
from,_,O,O,144
the,_,O,O,144
American,_,O,B-THE,144
Customer,_,O,I-THE,144
Satisfaction,_,O,I-THE,144
Index,_,O,I-THE,144
(,_,O,I-THE,144
ACSI,_,O,I-THE,144
),_,O,I-THE,144
to,_,O,O,144
determine,_,O,O,144
whether,_,O,O,144
management,_,O,O,144
’,_,O,O,144
s,_,O,O,144
discussion,_,O,O,144
of,_,O,O,144
customer,_,O,B-THE,144
satisfaction,_,O,I-THE,144
in,_,O,O,144
financial,_,O,B-THE,144
disclosures,_,O,I-THE,144
is,_,O,O,144
credible,_,O,O,144
.,_,O,O,144
The,_,O,O,144
commitment,_,O,O,144
of,_,O,O,144
management,_,O,O,144
to,_,O,O,144
shareholders,_,O,B-THE,144
versus,_,O,O,144
",",_,O,O,144
more,_,O,O,144
broadly,_,O,O,144
",",_,O,O,144
stakeholders,_,O,B-THE,144
is,_,O,O,144
a,_,O,O,144
central,_,O,O,144
question,_,O,O,144
in,_,O,O,144
business,_,O,B-THE,144
ethics,_,O,I-THE,144
",",_,O,O,144
and,_,O,O,144
the,_,O,O,144
integrity,_,O,B-THE,144
of,_,O,I-THE,144
management,_,O,I-THE,144
communication,_,O,I-THE,144
is,_,O,O,144
a,_,O,O,144
fundamental,_,O,O,144
construct,_,O,O,144
in,_,O,O,144
the,_,O,O,144
American,_,O,B-THE,144
Marketing,_,O,I-THE,144
Association,_,O,I-THE,144
’,_,O,O,144
s,_,O,O,144
Statement,_,O,B-THE,144
of,_,O,I-THE,144
Ethics,_,O,I-THE,144
.,_,O,O,144
We,_,O,O,144
document,_,O,O,144
a,_,O,O,144
complex,_,O,O,144
relation,_,O,O,144
between,_,O,O,144
management,_,O,O,144
’,_,O,O,144
s,_,O,O,144
discussion,_,O,O,144
of,_,O,O,144
customer,_,O,B-THE,144
satisfaction,_,O,I-THE,144
and,_,O,O,144
subsequently,_,O,O,144
reported,_,O,B-THE,144
satisfaction,_,O,I-THE,144
.,_,O,O,144
We,_,O,O,144
find,_,O,O,144
that,_,O,O,144
the,_,O,O,144
general,_,O,O,144
use,_,O,O,144
of,_,O,O,144
customer,_,O,B-THE,144
satisfaction,_,O,I-THE,144
(,_,O,O,144
and,_,O,O,144
similar,_,O,O,144
terms,_,O,O,144
),_,O,O,144
in,_,O,O,144
10,_,O,O,144
#ERROR!,_,O,O,144
K,_,O,O,144
documents,_,O,O,144
is,_,O,O,144
negatively,_,O,O,144
correlated,_,O,O,144
with,_,O,O,144
subsequent,_,O,O,144
ACSI,_,O,B-THE,144
scores,_,O,I-THE,144
.,_,O,O,144
However,_,O,O,144
",",_,O,O,144
for,_,O,O,144
retail,_,O,B-THE,144
firms,_,O,I-THE,144
",",_,O,O,144
when,_,O,O,144
the,_,O,O,144
phrase,_,O,O,144
is,_,O,O,144
located,_,O,O,144
near,_,O,O,144
words,_,O,O,144
indicating,_,O,O,144
measurement,_,O,B-THE,144
or,_,O,O,144
monitoring,_,O,B-THE,144
of,_,O,O,144
the,_,O,O,144
phenomenon,_,O,O,144
",",_,O,O,144
the,_,O,O,144
empirical,_,O,O,144
relation,_,O,O,144
is,_,O,O,144
reversed,_,O,O,144
and,_,O,O,144
becomes,_,O,O,144
positive,_,O,O,144
.,_,O,O,144
©,_,O,O,144
2015,_,O,O,144
",",_,O,O,144
Springer,_,O,O,144
Science,_,O,O,144
#ERROR!,_,O,O,144
Business,_,O,O,144
Media,_,O,O,144
Dordrecht,_,O,O,144
.,_,O,O,144
Securities,_,O,B-THE,145
lending,_,O,I-THE,145
has,_,O,O,145
been,_,O,O,145
a,_,O,O,145
lucrative,_,O,O,145
business,_,O,O,145
for,_,O,O,145
mutual,_,O,B-THE,145
funds,_,O,I-THE,145
and,_,O,O,145
exchange-traded,_,O,B-THE,145
funds,_,O,I-THE,145
(,_,O,I-THE,145
ETFs,_,O,I-THE,145
),_,O,I-THE,145
over,_,O,O,145
the,_,O,O,145
past,_,O,O,145
decade,_,O,O,145
.,_,O,O,145
Unfortunately,_,O,O,145
for,_,O,O,145
investors,_,O,O,145
",",_,O,O,145
the,_,O,O,145
sponsors,_,O,O,145
of,_,O,O,145
these,_,O,O,145
funds,_,O,O,145
have,_,O,O,145
not,_,O,O,145
been,_,O,O,145
very,_,O,O,145
transparent,_,O,O,145
with,_,O,O,145
the,_,O,O,145
details,_,O,O,145
of,_,O,O,145
their,_,O,O,145
securities,_,O,B-THE,145
lending,_,O,I-THE,145
programs,_,O,I-THE,145
",",_,O,O,145
and,_,O,O,145
consequently,_,O,O,145
most,_,O,O,145
investors,_,O,O,145
in,_,O,O,145
these,_,O,O,145
funds,_,O,O,145
are,_,O,O,145
unaware,_,O,O,145
of,_,O,O,145
their,_,O,O,145
exposure,_,O,O,145
to,_,O,O,145
the,_,O,O,145
risks,_,O,B-THE,145
inherent,_,O,O,145
in,_,O,O,145
securities,_,O,B-THE,145
lending,_,O,I-THE,145
.,_,O,O,145
Interestingly,_,O,O,145
",",_,O,O,145
most,_,O,O,145
funds,_,O,O,145
do,_,O,O,145
not,_,O,O,145
return,_,O,O,145
the,_,O,O,145
full,_,O,O,145
profits,_,O,O,145
from,_,O,O,145
securities,_,O,B-THE,145
lending,_,O,I-THE,145
activities,_,O,I-THE,145
to,_,O,O,145
their,_,O,O,145
investors,_,O,B-THE,145
.,_,O,O,145
In,_,O,O,145
this,_,O,O,145
paper,_,O,O,145
",",_,O,O,145
we,_,O,O,145
examine,_,O,O,145
and,_,O,O,145
discuss,_,O,O,145
the,_,O,O,145
ethical,_,O,B-THE,145
considerations,_,O,I-THE,145
related,_,O,O,145
to,_,O,O,145
the,_,O,O,145
securities,_,O,B-THE,145
lending,_,O,I-THE,145
activities,_,O,I-THE,145
of,_,O,O,145
mutual,_,O,B-THE,145
funds,_,O,I-THE,145
and,_,O,O,145
ETFs,_,O,B-THE,145
and,_,O,O,145
offer,_,O,O,145
a,_,O,O,145
series,_,O,O,145
of,_,O,O,145
best,_,O,O,145
practices,_,O,O,145
that,_,O,O,145
we,_,O,O,145
believe,_,O,O,145
will,_,O,O,145
provide,_,O,O,145
better,_,O,O,145
transparency,_,O,I-THE,145
of,_,O,O,145
these,_,O,O,145
activities,_,O,O,145
to,_,O,O,145
fund,_,O,B-THE,145
investors,_,O,I-THE,145
.,_,O,O,145
©,_,O,O,145
2015,_,O,O,145
",",_,O,O,145
Springer,_,O,O,145
Science,_,O,O,145
#ERROR!,_,O,O,145
Business,_,O,O,145
Media,_,O,O,145
Dordrecht,_,O,O,145
.,_,O,O,145
The,_,O,O,146
present,_,O,O,146
study,_,O,O,146
expands,_,O,O,146
on,_,O,O,146
the,_,O,O,146
growing,_,O,O,146
literature,_,O,O,146
concerning,_,O,O,146
organizational,_,O,B-THE,146
politics,_,O,I-THE,146
(,_,O,I-THE,146
OP,_,O,I-THE,146
),_,O,I-THE,146
by,_,O,O,146
assessing,_,O,O,146
the,_,O,O,146
impact,_,O,O,146
of,_,O,O,146
team-level,_,O,B-THE,146
OP,_,O,I-THE,146
on,_,O,O,146
employee,_,O,B-THE,146
performance,_,O,I-THE,146
outcomes,_,O,I-THE,146
as,_,O,O,146
well,_,O,O,146
as,_,O,O,146
investigating,_,O,O,146
the,_,O,O,146
degree,_,O,O,146
to,_,O,O,146
which,_,O,O,146
these,_,O,O,146
effects,_,O,O,146
are,_,O,O,146
mediated,_,O,O,146
by,_,O,O,146
team,_,O,B-THE,146
conflict,_,O,I-THE,146
.,_,O,O,146
The,_,O,O,146
results,_,O,O,146
",",_,O,O,146
based,_,O,O,146
on,_,O,O,146
multilevel,_,O,B-THE,146
structural,_,O,I-THE,146
equation,_,O,I-THE,146
modeling,_,O,I-THE,146
with,_,O,O,146
a,_,O,O,146
sample,_,O,O,146
of,_,O,O,146
349,_,O,O,146
employees,_,O,O,146
from,_,O,O,146
78,_,O,O,146
firms,_,O,O,146
in,_,O,O,146
China,_,O,B-THE,146
",",_,O,O,146
lent,_,O,O,146
support,_,O,O,146
for,_,O,O,146
a,_,O,O,146
cross-level,_,O,B-THE,146
mediating,_,O,I-THE,146
role,_,O,I-THE,146
for,_,O,O,146
team,_,O,B-THE,146
conflict,_,O,I-THE,146
between,_,O,O,146
political,_,O,B-THE,146
climate,_,O,I-THE,146
and,_,O,O,146
employee,_,O,B-THE,146
performance,_,O,I-THE,146
.,_,O,O,146
Further,_,O,O,146
",",_,O,O,146
moderator,_,O,O,146
analyses,_,O,O,146
demonstrated,_,O,O,146
that,_,O,O,146
political,_,O,B-THE,146
climate,_,O,I-THE,146
acted,_,O,O,146
as,_,O,O,146
a,_,O,O,146
condition,_,O,O,146
for,_,O,O,146
task,_,O,B-THE,146
conflict,_,O,I-THE,146
to,_,O,O,146
